ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,interest
73420,Ccsap,"centriole, cilia and spindle associated protein",-0.164943248,2.545403114,0,0.948399863,0.999999935,
13404,Dmc1,DNA meiotic recombinase 1,0.08418258,-2.66430953,0,0.948421038,0.999999935,
17988,Ndrg1,N-myc downstream regulated gene 1,-0.236354246,8.893024074,0,0.948536967,0.999999935,
68533,Mphosph6,M phase phosphoprotein 6,-0.275855015,2.946881533,0,0.948570344,0.999999935,
11899,Astn1,astrotactin 1,0.08418258,-3.814141923,0,0.948602598,0.999999935,
69077,Psmd11,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11",0.379254913,5.226928718,0,0.948690833,0.999999935,
21646,Tcte2,t-complex-associated testis expressed 2,0.071044559,-0.977969002,0,0.948745675,0.999999935,
71787,Trnau1ap,tRNA selenocysteine 1 associated protein 1,-0.318927515,3.854106796,0,0.948806967,0.999999935,
625328,H3f3c,"H3 histone, family 3C",-0.131991152,1.524226433,0,0.948929995,0.999999935,
434325,Tmem221,transmembrane protein 221,0.076377867,-0.144691426,0,0.948950493,0.999999935,
14173,Fgf2,fibroblast growth factor 2,0.08418258,-1.951954019,0,0.948980206,0.999999935,
75746,Morc4,microrchidia 4,-0.198786989,4.21563399,0,0.949018977,0.999999935,
217588,Mbip,MAP3K12 binding inhibitory protein 1,0.146904922,2.642849746,0,0.949037327,0.999999935,
171567,Nme7,NME/NM23 family member 7,0.335675129,3.847534398,0,0.949084159,0.999999935,
210004,B3gntl1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1",-0.196429039,2.513119433,0,0.949114113,0.999999935,
382620,Tmed8,transmembrane p24 trafficking protein 8,-0.161527459,4.014546144,0,0.949138827,0.999999935,
67710,Polr2g,polymerase (RNA) II (DNA directed) polypeptide G,-0.343283286,4.995834096,0,0.949148388,0.999999935,
67733,Itgb3bp,integrin beta 3 binding protein (beta3-endonexin),0.081449526,1.336502858,0,0.949200202,0.999999935,
67048,Vma21,VMA21 vacuolar H+-ATPase homolog (S. cerevisiae),-0.368700357,4.709347136,0,0.949222724,0.999999935,
668779,Gm9354,predicted gene 9354,0.081353573,0.773018793,0,0.949243722,0.999999935,
74196,Ttc27,tetratricopeptide repeat domain 27,0.262532327,4.381732795,0,0.949323699,0.999999935,
18441,P2ry1,"purinergic receptor P2Y, G-protein coupled 1",0.063511504,0.691084485,0,0.949329709,0.999999935,
15926,Idh1,"isocitrate dehydrogenase 1 (NADP+), soluble",0.182756764,4.614156217,0,0.94939014,0.999999935,
226255,Atrnl1,attractin like 1,0.339389619,5.82618486,0,0.949410715,0.999999935,
77533,C030034I22Rik,RIKEN cDNA C030034I22 gene,-0.06997224,0.157752576,0,0.949496403,0.999999935,
215707,Ccdc92,coiled-coil domain containing 92,-0.077687396,1.806466761,0,0.949497995,0.999999935,
214585,Spg11,"SPG11, spatacsin vesicle trafficking associated",-0.351119114,5.15148985,0,0.949512744,0.999999935,
13081,Cyp24a1,"cytochrome P450, family 24, subfamily a, polypeptide 1",0.067501919,1.149150534,0,0.949560582,0.999999935,
60365,Rbm8a,RNA binding motif protein 8a,0.371806934,5.06820072,0,0.949591729,0.999999935,
666634,Gm8203,predicted pseudogene 8203,-0.296913544,6.644423833,0,0.949613836,0.999999935,
328110,Prpf39,pre-mRNA processing factor 39,0.366413397,5.459918254,0,0.94966797,0.999999935,
114674,Gtf2ird2,GTF2I repeat domain containing 2,0.297112765,3.752927332,0,0.949674855,0.999999935,
93673,Nat8f2,N-acetyltransferase 8 (GCN5-related) family member 2,-0.111576044,1.812728644,0,0.949702512,0.999999935,
16801,Arhgef1,Rho guanine nucleotide exchange factor (GEF) 1,0.380760981,6.624847788,0,0.949703237,0.999999935,
621837,Gm6265,predicted pseudogene 6265,-0.348834036,4.846783076,0,0.949713658,0.999999935,
68183,Bcas2,breast carcinoma amplified sequence 2,0.397296609,5.291326128,0,0.949726109,0.999999935,
50724,Sap30l,SAP30-like,0.282609412,3.65904538,0,0.9497376,0.999999935,
13626,Eed,embryonic ectoderm development,0.371943685,5.216241767,0,0.949828237,0.999999935,
70510,Rnf167,ring finger protein 167,0.352632787,5.927473667,0,0.949873551,0.999999935,
104884,Tdp1,tyrosyl-DNA phosphodiesterase 1,0.262318939,3.407910347,0,0.949908233,0.999999935,
668224,Gm9054,predicted gene 9054,0.08418258,-3.442819106,0,0.949920765,0.999999935,
231871,Daglb,"diacylglycerol lipase, beta",-0.1515743,2.469478103,0,0.949976799,0.999999935,
98685,Trmt1l,tRNA methyltransferase 1 like,-0.194947382,3.272120027,0,0.950004268,0.999999935,
269003,Sap130,Sin3A associated protein,0.375277874,5.501183621,0,0.95017912,0.999999935,
68479,Phf5a,PHD finger protein 5A,-0.350770269,4.67427012,0,0.950217096,0.999999935,
13819,Epas1,endothelial PAS domain protein 1,-0.328288145,7.790141614,0,0.950251114,0.999999935,
22428,Dctn6,dynactin 6,-0.307704117,4.358625545,0,0.950315658,0.999999935,
72162,Dhx36,DEAH (Asp-Glu-Ala-His) box polypeptide 36,0.398310154,5.318332703,0,0.950320559,0.999999935,
77938,Fam53b,"family with sequence similarity 53, member B",-0.333246086,5.285650317,0,0.950337638,0.999999935,
790910,Gm11201,predicted gene 11201,0.08418258,-2.356381427,0,0.950358787,0.999999935,
223649,Nrbp2,nuclear receptor binding protein 2,0.339728467,7.334856979,0,0.950449511,0.999999935,
240334,Pcyox1l,prenylcysteine oxidase 1 like,-0.105119513,2.112308468,0,0.950469301,0.999999935,
113868,Acaa1a,acetyl-Coenzyme A acyltransferase 1A,0.407290555,5.864522815,0,0.950497742,0.999999935,
14300,Frg1,FSHD region gene 1,0.334728746,4.038779508,0,0.950517562,0.999999935,
231503,Tmem150c,transmembrane protein 150C,0.08418258,-1.28168951,0,0.950607221,0.999999935,
241327,Olfml2a,olfactomedin-like 2A,0.070811572,1.349204439,0,0.950635631,0.999999935,
56488,Nxt1,NTF2-related export protein 1,-0.202867648,2.362825758,0,0.950638033,0.999999935,
57773,Wdr4,WD repeat domain 4,0.338049203,4.696071967,0,0.950665567,0.999999935,
22761,Zfpm1,"zinc finger protein, multitype 1",0.153397098,3.844285416,0,0.950688307,0.999999935,
99011,Pomt1,protein-O-mannosyltransferase 1,-0.362279869,4.012516547,0,0.950773031,0.999999935,
381549,Zfp69,zinc finger protein 69,0.156054891,1.655283754,0,0.950807697,0.999999935,
66379,Cox14,cytochrome c oxidase assembly protein 14,-0.395366721,4.492283075,0,0.950982423,0.999999935,
23894,Gtf2h2,"general transcription factor II H, polypeptide 2",0.203896805,2.956181905,0,0.951043325,0.999999935,
100502751,Gm17251,"predicted gene, 17251",0.11051265,2.47939988,0,0.951076359,0.999999935,
215210,Tmem120a,transmembrane protein 120A,0.368154811,5.279185659,0,0.951141346,0.999999935,
11793,Atg5,autophagy related 5,-0.383007323,4.79156791,0,0.951156202,0.999999935,
80733,Car15,carbonic anhydrase 15,0.082605418,1.333309991,0,0.95116798,0.999999935,
76612,Lrrc27,leucine rich repeat containing 27,0.066863393,0.552087568,0,0.951208954,0.999999935,
17921,Myo7a,myosin VIIA,0.074717064,-1.020113992,0,0.951220439,0.999999935,
78771,Mctp1,"multiple C2 domains, transmembrane 1",0.074717064,-1.609417532,0,0.951327165,0.999999935,
68505,Vps51,VPS51 GARP complex subunit,0.391261785,4.809238835,0,0.951370062,0.999999935,
67826,Snap47,"synaptosomal-associated protein, 47",-0.256625467,4.496240252,0,0.95137424,0.999999935,
54614,Prpf40b,pre-mRNA processing factor 40B,-0.294690297,5.281246199,0,0.951402561,0.999999935,
100286843,Gm16325,predicted gene 16325,0.061494491,-2.429505253,0,0.951440449,0.999999935,
382118,Zkscan7,zinc finger with KRAB and SCAN domains 7,-0.139273748,1.685522433,0,0.951497518,0.999999935,
27398,Mrpl2,mitochondrial ribosomal protein L2,-0.361825054,4.393593031,0,0.951564985,0.999999935,
104886,Rab15,"RAB15, member RAS oncogene family",0.294316323,7.087987456,0,0.95157675,0.999999935,
17880,Myh11,"myosin, heavy polypeptide 11, smooth muscle",0.16292682,8.315261327,0,0.951605519,0.999999935,
12847,Copa,coatomer protein complex subunit alpha,-0.412678244,7.879839703,0,0.951636254,0.999999935,
215160,Rhbdd2,rhomboid domain containing 2,-0.277717327,3.990089547,0,0.951639839,0.999999935,
19134,Prpf4b,pre-mRNA processing factor 4B,0.414191028,6.868973875,0,0.951718674,0.999999935,
54667,Atp8b2,"ATPase, class I, type 8B, member 2",-0.25405232,5.186840305,0,0.951779614,0.999999935,
320916,Wscd2,WSC domain containing 2,0.092779424,0.269904953,0,0.951833002,0.999999935,
66121,Chchd1,coiled-coil-helix-coiled-coil-helix domain containing 1,-0.359150032,4.098345046,0,0.951848815,0.999999935,
13666,Eif2ak3,eukaryotic translation initiation factor 2 alpha kinase 3,0.254558656,4.556620847,0,0.951895455,0.999999935,
17722,ND6,NADH dehydrogenase subunit 6,-0.399361071,9.307817698,0,0.951908075,0.999999935,
79043,Spsb3,splA/ryanodine receptor domain and SOCS box containing 3,0.339690606,4.451786267,0,0.951909843,0.999999935,
18103,Nme2,NME/NM23 nucleoside diphosphate kinase 2,-0.365270413,6.662340806,0,0.951919334,0.999999935,
319565,Syne2,"spectrin repeat containing, nuclear envelope 2",0.192913569,6.108470112,0,0.951925537,0.999999935,
654470,Tctn1,tectonic family member 1,0.174618574,2.563469288,0,0.951927995,0.999999935,
232536,Mrps35,mitochondrial ribosomal protein S35,-0.29589947,3.767003812,0,0.951952725,0.999999935,
212127,Proser1,proline and serine rich 1,0.190240565,4.799396999,0,0.952023167,0.999999935,
71954,Suds3,suppressor of defective silencing 3 homolog (S. cerevisiae),0.424833538,5.97902466,0,0.952055776,0.999999935,
22141,Tub,tubby bipartite transcription factor,0.106113752,-0.463335788,0,0.952065649,0.999999935,
74646,Spsb1,splA/ryanodine receptor domain and SOCS box containing 1,-0.072756987,6.084399361,0,0.952068193,0.999999935,
70266,Kyat1,kynurenine aminotransferase 1,0.28416963,3.974704341,0,0.952107708,0.999999935,
666955,Gm8378,predicted gene 8378,0.059733552,-0.030984079,0,0.952114085,0.999999935,
76582,Ipo11,importin 11,-0.355346648,4.406933429,0,0.952144431,0.999999935,
108679,Cops8,COP9 signalosome subunit 8,0.405067274,5.841126994,0,0.952202099,0.999999935,
72357,2210016L21Rik,RIKEN cDNA 2210016L21 gene,0.220743005,3.366637129,0,0.952327838,0.999999935,
639606,Gm10420,predicted gene 10420,0.179180173,2.003592632,0,0.952336633,0.999999935,
218699,Pxk,PX domain containing serine/threonine kinase,-0.333818306,5.183209968,0,0.952338702,0.999999935,
215708,Miga1,mitoguardin 1,0.330934573,3.913948528,0,0.95242139,0.999999935,
94280,Sfxn3,sideroflexin 3,0.321555425,5.428898711,0,0.952538572,0.999999935,
230972,Arhgef16,Rho guanine nucleotide exchange factor (GEF) 16,0.386700232,4.818475686,0,0.952573722,0.999999935,
231130,Tnip2,TNFAIP3 interacting protein 2,0.357170875,5.100554451,0,0.952585642,0.999999935,
66416,Ndufa7,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7 (B14.5a)",0.373139562,5.314635121,0,0.952609632,0.999999935,
71983,Tmco6,transmembrane and coiled-coil domains 6,0.087194908,2.074847602,0,0.952636468,0.999999935,
70693,Adgra3,adhesion G protein-coupled receptor A3,-0.218357957,6.587782366,0,0.95265098,0.999999935,
224613,Flywch1,FLYWCH-type zinc finger 1,-0.178260346,3.337385292,0,0.952690069,0.999999935,
234865,Nup133,nucleoporin 133,-0.246367329,4.31890452,0,0.952789981,0.999999935,
629595,Gm6988,predicted gene 6988,0.325400922,5.775800857,0,0.952893949,0.999999935,
18205,Ntf3,neurotrophin 3,0.105915653,-0.752496554,0,0.952899086,0.999999935,
238023,Hexdc,"hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing",-0.271353476,2.954868728,0,0.952921335,0.999999935,
16506,Kcnd1,"potassium voltage-gated channel, Shal-related family, member 1",-0.072103105,-1.513101716,0,0.952949304,0.999999935,
69577,Fastkd3,FAST kinase domains 3,-0.221677452,3.051337829,0,0.952970258,0.999999935,
18008,Nes,nestin,0.159049378,4.229413318,0,0.953019505,0.999999935,
75029,Purg,purine-rich element binding protein G,-0.092005939,1.632700483,0,0.953029788,0.999999935,
64934,Pes1,pescadillo ribosomal biogenesis factor 1,0.366665622,5.179466227,0,0.953081519,0.999999935,
66043,Atp5d,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",-0.385834751,5.707379787,0,0.953134209,0.999999935,
67911,Zfp169,zinc finger protein 169,-0.098024616,0.694163691,0,0.953167873,0.999999935,
81845,Gpank1,G patch domain and ankyrin repeats 1,0.091843959,1.602981686,0,0.953193568,0.999999935,
414072,BC031361,cDNA sequence BC031361,-0.058431362,-0.024976987,0,0.953194572,0.999999935,
236604,Pisd-ps1,"phosphatidylserine decarboxylase, pseudogene 1",0.290010314,2.423775832,0,0.953255353,0.999999935,
76192,Abhd12,abhydrolase domain containing 12,0.382873812,5.06399036,0,0.953284747,0.999999935,
29819,Stau2,staufen double-stranded RNA binding protein 2,0.295918497,4.094737944,0,0.953288237,0.999999935,
76688,Arfrp1,ADP-ribosylation factor related protein 1,0.372368618,4.990100097,0,0.953329329,0.999999935,
69694,Tatdn1,TatD DNase domain containing 1,-0.284070446,3.014438872,0,0.95333654,0.999999935,
170472,Recql5,RecQ protein-like 5,-0.196980645,3.401384747,0,0.953363463,0.999999935,
75847,Ispd,isoprenoid synthase domain containing,0.226313534,2.752574226,0,0.953460702,0.999999935,
270096,Mon1b,"MON1 homolog B, secretory traffciking associated",-0.192664141,3.812695797,0,0.953498682,0.999999935,
22187,Ubb,ubiquitin B,0.381451486,9.950130344,0,0.953566611,0.999999935,
66520,2610001J05Rik,RIKEN cDNA 2610001J05 gene,0.17528616,4.078075732,0,0.953581167,0.999999935,
100039017,Gm2007,predicted gene 2007,0.058027668,0.720805989,0,0.953673479,0.999999935,
14680,Gnal,"guanine nucleotide binding protein, alpha stimulating, olfactory type",-0.165047586,2.092936438,0,0.953677478,0.999999935,
66078,Tsen34,tRNA splicing endonuclease subunit 34,0.297254995,5.483246924,0,0.953699383,0.999999935,
76199,Med13l,mediator complex subunit 13-like,0.410751821,7.40703026,0,0.953765046,0.999999935,
16589,Uhmk1,U2AF homology motif (UHM) kinase 1,-0.201548372,3.170414324,0,0.953801346,0.999999935,
170772,Glcci1,glucocorticoid induced transcript 1,0.102689215,3.616309566,0,0.953848706,0.999999935,
53414,Bysl,bystin-like,0.326898623,4.67831041,0,0.953861415,0.999999935,
270120,Fat3,FAT atypical cadherin 3,0.08418258,-1.816846357,0,0.95386559,0.999999935,
66385,Ppp1r7,"protein phosphatase 1, regulatory (inhibitor) subunit 7",-0.339580673,4.799299235,0,0.95389873,0.999999935,
233204,Tbc1d17,"TBC1 domain family, member 17",0.252573655,4.3910355,0,0.954140829,0.999999935,
214597,Sidt2,"SID1 transmembrane family, member 2",0.346652283,8.357081628,0,0.954146427,0.999999935,
216151,Polrmt,polymerase (RNA) mitochondrial (DNA directed),-0.327083129,3.908188309,0,0.954170757,0.999999935,
329795,Tmem67,transmembrane protein 67,-0.084554967,2.662114161,0,0.954194732,0.999999935,
66801,Prkrip1,Prkr interacting protein 1 (IL11 inducible),0.255964124,3.362991901,0,0.9542272,0.999999935,
225049,Ttc7,tetratricopeptide repeat domain 7,-0.346926125,5.322646262,0,0.954259441,0.999999935,
78257,Lrrc9,leucine rich repeat containing 9,0.08418258,-2.332547876,0,0.954299359,0.999999935,
66676,Tmed7,transmembrane p24 trafficking protein 7,-0.424675964,6.881524351,0,0.954303309,0.999999935,
268490,Lsm12,LSM12 homolog,0.302391042,4.164545477,0,0.954318481,0.999999935,
76947,Ndufaf6,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",-0.107851512,1.487376532,0,0.954364718,0.999999935,
226791,Lyplal1,lysophospholipase-like 1,-0.335625835,2.946830177,0,0.954381632,0.999999935,
414077,Wdr83os,WD repeat domain 83 opposite strand,0.240679769,3.6163206,0,0.95439949,0.999999935,
207704,Gtpbp10,GTP-binding protein 10 (putative),-0.255244352,2.903080994,0,0.954468149,0.999999935,
547127,Tmem181b-ps,"transmembrane protein 181B, pseudogene",-0.264528756,2.908281191,0,0.95453446,0.999999935,
68735,Mrps18c,mitochondrial ribosomal protein S18C,-0.297283675,3.116506311,0,0.954588308,0.999999935,
74244,Atg7,autophagy related 7,0.387058313,5.111800522,0,0.954699218,0.999999935,
69697,Camsap3,"calmodulin regulated spectrin-associated protein family, member 3",0.26345917,4.945256823,0,0.954716762,0.999999935,
17749,Polr2k,polymerase (RNA) II (DNA directed) polypeptide K,-0.104795046,1.052531872,0,0.954762002,0.999999935,
327942,Pigl,"phosphatidylinositol glycan anchor biosynthesis, class L",-0.192699932,1.634620489,0,0.954881741,0.999999935,
327958,Pitpnm3,PITPNM family member 3,-0.140373475,4.265844402,0,0.954889159,0.999999935,
12877,Cpeb1,cytoplasmic polyadenylation element binding protein 1,-0.057681667,0.49785867,0,0.955005765,0.999999935,
69131,Cdk12,cyclin-dependent kinase 12,0.406114335,6.311763291,0,0.955069714,0.999999935,
623286,Gm6415,predicted pseudogene 6415,-0.33572524,3.657649058,0,0.955087962,0.999999935,
21345,Tagln,transgelin,-0.206047578,8.412452512,0,0.95513412,0.999999935,
12654,Chil1,chitinase-like 1,-0.069063126,5.576457236,0,0.955135382,0.999999935,
630294,Gm7030,predicted gene 7030,-0.126723046,1.631391516,0,0.955152471,0.999999935,
14645,Glul,glutamate-ammonia ligase (glutamine synthetase),0.309589243,7.835977853,0,0.955184645,0.999999935,
27045,Nit1,nitrilase 1,-0.267468128,3.742937229,0,0.955185393,0.999999935,
229317,Eif2a,eukaryotic translation initiation factor 2A,0.412241117,6.128193124,0,0.955241827,0.999999935,
216766,Gemin5,gem nuclear organelle associated protein 5,0.267029805,4.804508088,0,0.955251274,0.999999935,
233789,Smg1,"SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)",0.39579649,7.828521458,0,0.955395011,0.999999935,
13808,Eno3,"enolase 3, beta muscle",0.121977231,2.530407655,0,0.955497617,0.999999935,
24063,Spry1,sprouty RTK signaling antagonist 1,0.069730835,4.218203784,0,0.955513912,0.999999935,
20350,Sema3f,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",0.181172936,4.959178223,0,0.955521527,0.999999935,
21687,Tek,TEK receptor tyrosine kinase,-0.058968504,1.852753883,0,0.95552264,0.999999935,
56220,Zfp386,zinc finger protein 386 (Kruppel-like),0.274454567,3.128136723,0,0.955550954,0.999999935,
12747,Clk1,CDC-like kinase 1,-0.315371013,7.580253342,0,0.955578346,0.999999935,
231872,Aimp2,aminoacyl tRNA synthetase complex-interacting multifunctional protein 2,0.358774976,4.803103887,0,0.955584514,0.999999935,
67608,Narf,nuclear prelamin A recognition factor,-0.236119748,4.195342536,0,0.955596032,0.999999935,
68767,Washc1,WASH complex subunit 1,0.355026078,4.511021343,0,0.95561363,0.999999935,
381598,2610005L07Rik,cadherin 11 pseudogene,-0.292541412,3.335703081,0,0.955633306,0.999999935,
234663,Dync1li2,"dynein, cytoplasmic 1 light intermediate chain 2",0.364248164,6.253432781,0,0.955677908,0.999999935,
12801,Cnr1,cannabinoid receptor 1 (brain),-0.064660135,1.358685807,0,0.955692097,0.999999935,
654804,4732471J01Rik,RIKEN cDNA 4732471J01 gene,0.061713044,-2.155688727,0,0.955752873,0.999999935,
66645,Pspc1,paraspeckle protein 1,-0.331234658,5.135541448,0,0.955765634,0.999999935,
110323,Cox6b1,"cytochrome c oxidase, subunit VIb polypeptide 1",-0.394553801,6.665449372,0,0.955778955,0.999999935,
13690,Eif4g2,"eukaryotic translation initiation factor 4, gamma 2",0.406513038,10.52219062,0,0.955792209,0.999999935,
11778,Ap3s2,"adaptor-related protein complex 3, sigma 2 subunit",-0.340276658,4.163753117,0,0.955821994,0.999999935,
22719,Zfp61,zinc finger protein 61,-0.145221769,2.314422553,0,0.955857905,0.999999935,
242109,Zfp697,zinc finger protein 697,0.103760271,1.066787019,0,0.955873416,0.999999935,
667253,Gm8539,predicted gene 8539,0.194604567,2.13637401,0,0.955918589,0.999999935,
235047,Zfp809,zinc finger protein 809,-0.211789673,2.727965029,0,0.956059232,0.999999935,
100101807,1700047I17Rik2,RIKEN cDNA 1700047I17 gene 2,0.129150775,1.84126827,0,0.956076123,0.999999935,
70028,Dopey2,dopey family member 2,0.34747359,4.886079704,0,0.956093477,0.999999935,
100038574,Gm10415,predicted gene 10415,0.08418258,-2.450805847,0,0.95613465,0.999999935,
74173,Rab10os,"RAB10, member RAS oncogene family, opposite strand",0.266935696,3.41909816,0,0.956211405,0.999999935,
17748,Mt1,metallothionein 1,-0.371691621,10.71726549,0,0.956216795,0.999999935,
66433,Chchd7,coiled-coil-helix-coiled-coil-helix domain containing 7,-0.23560557,3.260534148,0,0.956365072,0.999999935,
114604,Prdm15,PR domain containing 15,0.310582717,3.870282631,0,0.956382347,0.999999935,
17256,Mea1,male enhanced antigen 1,0.341676466,4.550169842,0,0.956383176,0.999999935,
27176,Rpl7a,ribosomal protein L7A,0.429494407,7.583284758,0,0.956408706,0.999999935,
226026,Smc5,structural maintenance of chromosomes 5,-0.381619182,5.335294239,0,0.956433152,0.999999935,
16071,Igkc,immunoglobulin kappa constant,0.08418258,-2.828392521,0,0.956482823,0.999999935,
66451,2610528J11Rik,RIKEN cDNA 2610528J11 gene,-0.272546837,0.795251359,0,0.956500918,0.999999935,
20568,Slpi,secretory leukocyte peptidase inhibitor,0.085555676,7.393025396,0,0.956545466,0.999999935,
19877,Rock1,Rho-associated coiled-coil containing protein kinase 1,0.381067884,6.65992548,0,0.956607315,0.999999935,
72562,Pcbd2,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2,-0.196851481,2.531935292,0,0.956610156,0.999999935,
76041,Ccdc125,coiled-coil domain containing 125,-0.067486453,1.81684783,0,0.956736134,0.999999935,
114606,Tle6,transducin-like enhancer of split 6,0.222914685,3.008861282,0,0.95675052,0.999999935,
70737,Cgn,cingulin,0.331408296,4.427963714,0,0.956778412,0.999999935,
319885,Zcchc7,"zinc finger, CCHC domain containing 7",0.303852175,4.866901758,0,0.956901087,0.999999935,
100702,Gbp6,guanylate binding protein 6,-0.06254844,0.925404164,0,0.956932289,0.999999935,
360220,Speer4d,spermatogenesis associated glutamate (E)-rich protein 4D,0.096065127,-0.372295659,0,0.956978716,0.999999935,
73062,Ppp1r16a,"protein phosphatase 1, regulatory (inhibitor) subunit 16A",-0.287153499,4.517519639,0,0.957054525,0.999999935,
101861,Ints4,integrator complex subunit 4,0.324217201,5.453670897,0,0.957054739,0.999999935,
72194,Fbxl20,F-box and leucine-rich repeat protein 20,0.196375613,5.436887699,0,0.95707174,0.999999935,
68917,Hint2,histidine triad nucleotide binding protein 2,0.2783696,3.887370715,0,0.957100471,0.999999935,
73914,Irak3,interleukin-1 receptor-associated kinase 3,0.174818291,2.794696116,0,0.957126388,0.999999935,
14000,Drosha,"drosha, ribonuclease type III",0.36033458,5.380241992,0,0.957153817,0.999999935,
268469,Zfp652,zinc finger protein 652,-0.346088134,4.408045226,0,0.957200184,0.999999935,
14674,Gna13,"guanine nucleotide binding protein, alpha 13",0.316869525,6.705550023,0,0.957226705,0.999999935,
66935,Cir1,"corepressor interacting with RBPJ, 1",-0.076245959,1.521168288,0,0.957276636,0.999999935,
76787,Ppfia3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3",-0.077489634,0.974274989,0,0.957328989,0.999999935,
56013,Srcin1,SRC kinase signaling inhibitor 1,-0.304400665,2.347414324,0,0.957402609,0.999999935,
641340,Nrbf2,nuclear receptor binding factor 2,-0.292786679,3.293037721,0,0.957435,0.999999935,
67493,Mettl16,methyltransferase like 16,0.314869904,4.4186619,0,0.957448617,0.999999935,
18436,P2rx1,"purinergic receptor P2X, ligand-gated ion channel, 1",0.08418258,-2.148447497,0,0.957462073,0.999999935,
264064,Cdk8,cyclin-dependent kinase 8,0.339500338,4.543500471,0,0.957479019,0.999999935,
100039252,Gm12693,predicted gene 12693,-0.355189184,4.310053471,0,0.957530411,0.999999935,
13353,Dgcr6,DiGeorge syndrome critical region gene 6,0.311454379,4.306462668,0,0.957541077,0.999999935,
16194,Il6ra,"interleukin 6 receptor, alpha",0.076057021,5.943714129,0,0.95758597,0.999999935,
231148,Ablim2,actin-binding LIM protein 2,-0.053634706,1.943553532,0,0.957589808,0.999999935,
627828,Gm6793,heterogeneous nuclear ribonucleoprotein A3 pseudogene,0.338950007,5.098665451,0,0.957597501,0.999999935,
320587,Tmem88b,transmembrane protein 88B,-0.080444278,0.992460948,0,0.95762746,0.999999935,
226421,Rab7b,"RAB7B, member RAS oncogene family",0.173736833,4.26484616,0,0.957712842,0.999999935,
100861653,NA,NA,0.17764037,2.459712893,0,0.957812633,0.999999935,
56613,Rps6ka4,"ribosomal protein S6 kinase, polypeptide 4",0.328030011,4.46493196,0,0.957860801,0.999999935,
232196,C87436,expressed sequence C87436,-0.163266021,3.1351458,0,0.957879385,0.999999935,
19893,Rpgr,retinitis pigmentosa GTPase regulator,-0.072462241,2.204867562,0,0.9578827,0.999999935,
74302,Mtmr3,myotubularin related protein 3,0.388249443,6.19572354,0,0.957916686,0.999999935,
74203,Eif4enif1,eukaryotic translation initiation factor 4E nuclear import factor 1,0.391443629,5.731646338,0,0.957929203,0.999999935,
20226,Sars,seryl-aminoacyl-tRNA synthetase,0.422701122,6.487025889,0,0.957955233,0.999999935,
15193,Hdgfl2,HDGF like 2,0.29985395,5.666111917,0,0.957991517,0.999999935,
234875,Ttc13,tetratricopeptide repeat domain 13,-0.369485438,5.156785076,0,0.958138235,0.999999935,
74206,Sipa1l3,signal-induced proliferation-associated 1 like 3,-0.408257853,5.889296208,0,0.958188063,0.999999935,
214469,Fam168b,"family with sequence similarity 168, member B",0.420053457,7.540940107,0,0.958206065,0.999999935,
52892,Sco1,SCO1 cytochrome c oxidase assembly protein,-0.249807495,2.930856228,0,0.958230459,0.999999935,
56748,Nfu1,NFU1 iron-sulfur cluster scaffold,-0.298001722,3.077227607,0,0.958234267,0.999999935,
15199,Hebp1,heme binding protein 1,0.355535373,3.898563513,0,0.95826065,0.999999935,
74617,Scpep1,serine carboxypeptidase 1,0.327531907,5.595024299,0,0.958303633,0.999999935,
399101,Snhg3,small nucleolar RNA host gene 3,-0.051943236,-1.185866576,0,0.958398318,0.999999935,
242521,Klhl9,kelch-like 9,0.40691611,6.140250628,0,0.958398947,0.999999935,
234728,Cmtr2,cap methyltransferase 2,-0.100598197,2.043271506,0,0.958410988,0.999999935,
69101,Ydjc,YdjC homolog (bacterial),-0.087503148,1.859992878,0,0.958528751,0.999999935,
319830,1500004A13Rik,RIKEN cDNA 1500004A13 gene,-0.104625569,0.973651238,0,0.958533677,0.999999935,
66236,1500011B03Rik,RIKEN cDNA 1500011B03 gene,0.174610357,2.307116712,0,0.958534839,0.999999935,
212198,Wdr25,WD repeat domain 25,0.092604992,1.594744062,0,0.958554194,0.999999935,
269639,Zfp512,zinc finger protein 512,0.267920322,3.560106321,0,0.958628091,0.999999935,
624784,Gm9855,thymine DNA glycosylase pseudogene,0.352360219,4.450947407,0,0.95865256,0.999999935,
231549,Lrrc8d,leucine rich repeat containing 8D,0.285802746,6.243083413,0,0.958678995,0.999999935,
67028,2610002M06Rik,RIKEN cDNA 2610002M06 gene,0.308770945,3.987267174,0,0.958733681,0.999999935,
